Run_ID,Livetime_sec,Gate_Event_Count,Gate_Event_Rate_Hz,Cathode_Event_Count,Cathode_Event_Rate_Hz,S1_Only_Heavy_Count,S1_Only_Heavy_Rate_Hz,S2_Only_SE_Count,S2_Only_SE_Rate_Hz,Wall_Event_Count,Wall_Event_Rate_Hz
069031,1375.02,772,0.5614463789617605,376,0.2734505679917383,72,0.05236287472182223,112,0.08145336067839014,1359,0.9883492603743945
065232,1363.114,795,0.5832234134489118,377,0.27657261241539594,76,0.055754691097002894,116,0.08509926535858336,1387,1.0175231125203028
067541,2247.161,1408,0.6265683678205523,673,0.2994889996755907,112,0.04984066562208938,182,0.08099108163589525,2280,1.0146135501639624
069298,1343.338,790,0.5880872870416828,389,0.28957715779647414,67,0.049875757255433854,102,0.07593025731424258,1320,0.9826268593607864
065339,1275.057,781,0.6125216362876327,380,0.2980258921758008,76,0.05960517843516015,98,0.07685930903481178,1253,0.982701165516522
070107,5403.432,3248,0.6010994493869822,1629,0.3014750625158233,314,0.05811121524246072,465,0.08605641747689247,5216,0.9653124162569271
070017,5403.062,3224,0.5966986867816805,1528,0.2828026034126575,323,0.059780916820869355,465,0.0860623105935116,5204,0.963157557695988
067598,1379.105,824,0.597488951167605,414,0.3001946914846948,79,0.05728352808524369,115,0.0833874143013041,1411,1.023127318079479
069334,1695.115,1010,0.5958297814602549,536,0.3162027355076204,121,0.07138158767989193,166,0.0979284591310914,1618,0.9545075112897945
065360,1328.588,773,0.5818206998708403,405,0.3048349074355632,81,0.06096698148711264,106,0.07978395108190049,1323,0.995794030956173
067631,1130.997,648,0.5729458168324053,374,0.33068169057919694,83,0.07338657839057044,118,0.10433272590466641,1165,1.0300646243977658
070113,5403.34,3333,0.6168406948294943,1625,0.30073991272065054,303,0.0560764268026813,440,0.08143111482897615,5314,0.9834657822754074
070018,5403.394,3141,0.5813013080297309,1545,0.2859313979324846,303,0.05607586639064262,432,0.07994975010151027,5165,0.9558806927645845
065424,1206.868,724,0.5998999062034953,355,0.294149815887073,81,0.06711587348409272,107,0.0886592402814558,1261,1.04485328967211
069442,3607.197,2125,0.5891000685573868,1038,0.2877580570176788,194,0.05378137096476849,286,0.07928593863878242,3510,0.973054701475966
068086,1831.114,1062,0.5799748131465327,556,0.3036402976548702,104,0.05679602689947212,144,0.07864065263003832,1766,0.9644402260044977
065743,990.962,634,0.6397823529055605,297,0.29970876784377204,66,0.06660194840972711,87,0.08779347744918574,935,0.9435276024711341
069478,1431.277,934,0.6525641088342787,443,0.3095138117918474,80,0.05589414208430653,129,0.09012930411094427,1364,0.9529951225374264
068122,1298.697,753,0.5798119191774526,392,0.30184099909370704,72,0.05544018350700741,107,0.08239027271180269,1324,1.0194833744899696
070114,5403.089,3335,0.6172395087328748,1602,0.296497059367336,293,0.054228238698270564,447,0.0827304528946312,5252,0.9720365516836758
